sku_id,date,units_sold,month,day_of_week,is_weekend
SKU_HOME_003,2024-01-02,3,1,Tuesday,0
SKU_HOME_004,2024-01-02,2,1,Tuesday,0
SKU_BEAUTY_001,2024-01-02,0,1,Tuesday,0
SKU_BEAUTY_002,2024-01-02,5,1,Tuesday,0
SKU_BEAUTY_003,2024-01-02,5,1,Tuesday,0
SKU_BEAUTY_004,2024-01-02,4,1,Tuesday,0
SKU_SPORTS_001,2024-01-02,4,1,Tuesday,0
SKU_SPORTS_002,2024-01-02,8,1,Tuesday,0
SKU_SPORTS_003,2024-01-02,2,1,Tuesday,0
SKU_SPORTS_004,2024-01-02,2,1,Tuesday,0
SKU_ELEC_001,2024-01-03,7,1,Wednesday,0
SKU_ELEC_002,2024-01-03,5,1,Wednesday,0
SKU_ELEC_003,2024-01-03,3,1,Wednesday,0
SKU_ELEC_004,2024-01-03,9,1,Wednesday,0
SKU_FASH_001,2024-01-03,5,1,Wednesday,0
SKU_FASH_002,2024-01-03,0,1,Wednesday,0
SKU_FASH_003,2024-01-03,3,1,Wednesday,0
SKU_FASH_004,2024-01-03,2,1,Wednesday,0
SKU_HOME_001,2024-01-03,5,1,Wednesday,0
SKU_HOME_002,2024-01-03,3,1,Wednesday,0
SKU_HOME_003,2024-01-03,2,1,Wednesday,0
SKU_HOME_004,2024-01-03,2,1,Wednesday,0
SKU_BEAUTY_001,2024-01-03,5,1,Wednesday,0
SKU_BEAUTY_002,2024-01-03,5,1,Wednesday,0
SKU_BEAUTY_003,2024-01-03,6,1,Wednesday,0
SKU_BEAUTY_004,2024-01-03,3,1,Wednesday,0
SKU_SPORTS_001,2024-01-03,6,1,Wednesday,0
SKU_SPORTS_002,2024-01-03,6,1,Wednesday,0
SKU_SPORTS_003,2024-01-03,2,1,Wednesday,0
SKU_SPORTS_004,2024-01-03,3,1,Wednesday,0
SKU_ELEC_001,2024-01-04,8,1,Thursday,0
SKU_ELEC_002,2024-01-04,4,1,Thursday,0
SKU_ELEC_003,2024-01-04,0,1,Thursday,0
SKU_ELEC_004,2024-01-04,8,1,Thursday,0
SKU_FASH_001,2024-01-04,5,1,Thursday,0
SKU_FASH_002,2024-01-04,4,1,Thursday,0
SKU_FASH_003,2024-01-04,4,1,Thursday,0
SKU_FASH_004,2024-01-04,2,1,Thursday,0
SKU_HOME_001,2024-01-04,4,1,Thursday,0
SKU_HOME_002,2024-01-04,2,1,Thursday,0
SKU_HOME_003,2024-01-04,2,1,Thursday,0
SKU_HOME_004,2024-01-04,1,1,Thursday,0
SKU_BEAUTY_001,2024-01-04,5,1,Thursday,0
SKU_BEAUTY_002,2024-01-04,5,1,Thursday,0
SKU_BEAUTY_003,2024-01-04,7,1,Thursday,0
SKU_BEAUTY_004,2024-01-04,4,1,Thursday,0
SKU_SPORTS_001,2024-01-04,5,1,Thursday,0
SKU_SPORTS_002,2024-01-04,6,1,Thursday,0
SKU_SPORTS_003,2024-01-04,0,1,Thursday,0
SKU_SPORTS_004,2024-01-04,2,1,Thursday,0
SKU_ELEC_001,2024-01-05,9,1,Friday,0
SKU_ELEC_002,2024-01-05,6,1,Friday,0
SKU_ELEC_003,2024-01-05,3,1,Friday,0
SKU_ELEC_004,2024-01-05,9,1,Friday,0
SKU_FASH_001,2024-01-05,7,1,Friday,0
SKU_FASH_002,2024-01-05,4,1,Friday,0
SKU_FASH_003,2024-01-05,4,1,Friday,0
SKU_FASH_004,2024-01-05,2,1,Friday,0
SKU_HOME_001,2024-01-05,5,1,Friday,0
SKU_HOME_002,2024-01-05,2,1,Friday,0
SKU_HOME_003,2024-01-05,2,1,Friday,0
SKU_HOME_004,2024-01-05,1,1,Friday,0
SKU_BEAUTY_001,2024-01-05,7,1,Friday,0
SKU_BEAUTY_002,2024-01-05,5,1,Friday,0
SKU_BEAUTY_003,2024-01-05,5,1,Friday,0
SKU_BEAUTY_004,2024-01-05,4,1,Friday,0
SKU_SPORTS_001,2024-01-05,6,1,Friday,0
SKU_SPORTS_002,2024-01-05,6,1,Friday,0
SKU_SPORTS_003,2024-01-05,2,1,Friday,0
SKU_SPORTS_004,2024-01-05,2,1,Friday,0
SKU_ELEC_001,2024-01-06,11,1,Saturday,1
SKU_ELEC_002,2024-01-06,6,1,Saturday,1
SKU_ELEC_003,2024-01-06,0,1,Saturday,1
SKU_ELEC_004,2024-01-06,11,1,Saturday,1
SKU_FASH_001,2024-01-06,7,1,Saturday,1
SKU_FASH_002,2024-01-06,0,1,Saturday,1
SKU_FASH_003,2024-01-06,5,1,Saturday,1
SKU_FASH_004,2024-01-06,2,1,Saturday,1
SKU_HOME_001,2024-01-06,6,1,Saturday,1
SKU_HOME_002,2024-01-06,3,1,Saturday,1
SKU_HOME_003,2024-01-06,2,1,Saturday,1
SKU_HOME_004,2024-01-06,2,1,Saturday,1
SKU_BEAUTY_001,2024-01-06,8,1,Saturday,1
SKU_BEAUTY_002,2024-01-06,6,1,Saturday,1
SKU_BEAUTY_003,2024-01-06,8,1,Saturday,1
SKU_BEAUTY_004,2024-01-06,4,1,Saturday,1
SKU_SPORTS_001,2024-01-06,5,1,Saturday,1
SKU_SPORTS_002,2024-01-06,9,1,Saturday,1
SKU_SPORTS_003,2024-01-06,2,1,Saturday,1
SKU_SPORTS_004,2024-01-06,2,1,Saturday,1
SKU_ELEC_001,2024-01-07,9,1,Sunday,1
SKU_ELEC_002,2024-01-07,6,1,Sunday,1
SKU_ELEC_003,2024-01-07,5,1,Sunday,1
SKU_ELEC_004,2024-01-07,11,1,Sunday,1
SKU_FASH_001,2024-01-07,6,1,Sunday,1
SKU_FASH_002,2024-01-07,4,1,Sunday,1
SKU_FASH_003,2024-01-07,3,1,Sunday,1
SKU_FASH_004,2024-01-07,0,1,Sunday,1
SKU_HOME_001,2024-01-07,6,1,Sunday,1
SKU_HOME_002,2024-01-07,3,1,Sunday,1
SKU_HOME_003,2024-01-07,3,1,Sunday,1
SKU_HOME_004,2024-01-07,2,1,Sunday,1
SKU_BEAUTY_001,2024-01-07,6,1,Sunday,1
SKU_BEAUTY_002,2024-01-07,0,1,Sunday,1
SKU_BEAUTY_003,2024-01-07,6,1,Sunday,1
SKU_BEAUTY_004,2024-01-07,4,1,Sunday,1
SKU_SPORTS_001,2024-01-07,6,1,Sunday,1
SKU_SPORTS_002,2024-01-07,6,1,Sunday,1
SKU_SPORTS_003,2024-01-07,1,1,Sunday,1
SKU_SPORTS_004,2024-01-07,3,1,Sunday,1
SKU_ELEC_001,2024-01-08,8,1,Monday,0
SKU_ELEC_002,2024-01-08,5,1,Monday,0
SKU_ELEC_003,2024-01-08,4,1,Monday,0
SKU_ELEC_004,2024-01-08,11,1,Monday,0
SKU_FASH_001,2024-01-08,5,1,Monday,0
SKU_FASH_002,2024-01-08,0,1,Monday,0
SKU_FASH_003,2024-01-08,3,1,Monday,0
SKU_FASH_004,2024-01-08,2,1,Monday,0
SKU_HOME_001,2024-01-08,0,1,Monday,0
SKU_HOME_002,2024-01-08,3,1,Monday,0
SKU_HOME_003,2024-01-08,2,1,Monday,0
SKU_HOME_004,2024-01-08,2,1,Monday,0
SKU_BEAUTY_001,2024-01-08,7,1,Monday,0
SKU_BEAUTY_002,2024-01-08,4,1,Monday,0
SKU_BEAUTY_003,2024-01-08,7,1,Monday,0
SKU_BEAUTY_004,2024-01-08,4,1,Monday,0
SKU_SPORTS_001,2024-01-08,5,1,Monday,0
SKU_SPORTS_002,2024-01-08,6,1,Monday,0
SKU_SPORTS_003,2024-01-08,2,1,Monday,0
SKU_SPORTS_004,2024-01-08,3,1,Monday,0
SKU_ELEC_001,2024-01-09,7,1,Tuesday,0
SKU_ELEC_002,2024-01-09,5,1,Tuesday,0
SKU_ELEC_003,2024-01-09,3,1,Tuesday,0
SKU_ELEC_004,2024-01-09,0,1,Tuesday,0
SKU_FASH_001,2024-01-09,7,1,Tuesday,0
SKU_FASH_002,2024-01-09,4,1,Tuesday,0
SKU_FASH_003,2024-01-09,4,1,Tuesday,0
SKU_FASH_004,2024-01-09,2,1,Tuesday,0
SKU_HOME_001,2024-01-09,4,1,Tuesday,0
SKU_HOME_002,2024-01-09,2,1,Tuesday,0
SKU_HOME_003,2024-01-09,3,1,Tuesday,0
SKU_HOME_004,2024-01-09,1,1,Tuesday,0
SKU_BEAUTY_001,2024-01-09,5,1,Tuesday,0
SKU_BEAUTY_002,2024-01-09,4,1,Tuesday,0
SKU_BEAUTY_003,2024-01-09,5,1,Tuesday,0
SKU_BEAUTY_004,2024-01-09,3,1,Tuesday,0
SKU_SPORTS_001,2024-01-09,5,1,Tuesday,0
SKU_SPORTS_002,2024-01-09,5,1,Tuesday,0
SKU_SPORTS_003,2024-01-09,1,1,Tuesday,0
SKU_SPORTS_004,2024-01-09,2,1,Tuesday,0
SKU_ELEC_001,2024-01-10,7,1,Wednesday,0
SKU_ELEC_002,2024-01-10,5,1,Wednesday,0
SKU_ELEC_003,2024-01-10,4,1,Wednesday,0
SKU_ELEC_004,2024-01-10,11,1,Wednesday,0
SKU_FASH_001,2024-01-10,5,1,Wednesday,0
SKU_FASH_002,2024-01-10,4,1,Wednesday,0
SKU_FASH_003,2024-01-10,3,1,Wednesday,0
SKU_FASH_004,2024-01-10,2,1,Wednesday,0
SKU_HOME_001,2024-01-10,4,1,Wednesday,0
SKU_HOME_002,2024-01-10,2,1,Wednesday,0
SKU_HOME_003,2024-01-10,2,1,Wednesday,0
SKU_HOME_004,2024-01-10,2,1,Wednesday,0
SKU_BEAUTY_001,2024-01-10,7,1,Wednesday,0
SKU_BEAUTY_002,2024-01-10,4,1,Wednesday,0
SKU_BEAUTY_003,2024-01-10,5,1,Wednesday,0
SKU_BEAUTY_004,2024-01-10,3,1,Wednesday,0
SKU_SPORTS_001,2024-01-10,4,1,Wednesday,0
SKU_SPORTS_002,2024-01-10,6,1,Wednesday,0
SKU_SPORTS_003,2024-01-10,1,1,Wednesday,0
SKU_SPORTS_004,2024-01-10,3,1,Wednesday,0
SKU_ELEC_001,2024-01-11,6,1,Thursday,0
SKU_ELEC_002,2024-01-11,4,1,Thursday,0
SKU_ELEC_003,2024-01-11,2,1,Thursday,0
SKU_ELEC_004,2024-01-11,7,1,Thursday,0
SKU_FASH_001,2024-01-11,4,1,Thursday,0
SKU_FASH_002,2024-01-11,3,1,Thursday,0
SKU_FASH_003,2024-01-11,3,1,Thursday,0
SKU_FASH_004,2024-01-11,3,1,Thursday,0
SKU_HOME_001,2024-01-11,3,1,Thursday,0
SKU_HOME_002,2024-01-11,2,1,Thursday,0
SKU_HOME_003,2024-01-11,3,1,Thursday,0
SKU_HOME_004,2024-01-11,2,1,Thursday,0
SKU_BEAUTY_001,2024-01-11,4,1,Thursday,0
SKU_BEAUTY_002,2024-01-11,5,1,Thursday,0
SKU_BEAUTY_003,2024-01-11,4,1,Thursday,0
SKU_BEAUTY_004,2024-01-11,3,1,Thursday,0
SKU_SPORTS_001,2024-01-11,4,1,Thursday,0
SKU_SPORTS_002,2024-01-11,0,1,Thursday,0
SKU_SPORTS_003,2024-01-11,1,1,Thursday,0
SKU_SPORTS_004,2024-01-11,2,1,Thursday,0
SKU_ELEC_001,2024-01-12,6,1,Friday,0
SKU_ELEC_002,2024-01-12,5,1,Friday,0
SKU_ELEC_003,2024-01-12,2,1,Friday,0
SKU_ELEC_004,2024-01-12,8,1,Friday,0
SKU_FASH_001,2024-01-12,3,1,Friday,0
SKU_FASH_002,2024-01-12,3,1,Friday,0
SKU_FASH_003,2024-01-12,4,1,Friday,0
SKU_FASH_004,2024-01-12,3,1,Friday,0
SKU_HOME_001,2024-01-12,3,1,Friday,0
SKU_HOME_002,2024-01-12,2,1,Friday,0
SKU_HOME_003,2024-01-12,4,1,Friday,0
SKU_HOME_004,2024-01-12,2,1,Friday,0
SKU_BEAUTY_001,2024-01-12,4,1,Friday,0
SKU_BEAUTY_002,2024-01-12,3,1,Friday,0
SKU_BEAUTY_003,2024-01-12,4,1,Friday,0
SKU_BEAUTY_004,2024-01-12,3,1,Friday,0
SKU_SPORTS_001,2024-01-12,3,1,Friday,0
SKU_SPORTS_002,2024-01-12,5,1,Friday,0
SKU_SPORTS_003,2024-01-12,0,1,Friday,0
SKU_SPORTS_004,2024-01-12,2,1,Friday,0
SKU_ELEC_001,2024-01-13,8,1,Saturday,1
SKU_ELEC_002,2024-01-13,0,1,Saturday,1
SKU_ELEC_003,2024-01-13,2,1,Saturday,1
SKU_ELEC_004,2024-01-13,10,1,Saturday,1
SKU_FASH_001,2024-01-13,5,1,Saturday,1
SKU_FASH_002,2024-01-13,4,1,Saturday,1
SKU_FASH_003,2024-01-13,4,1,Saturday,1
SKU_FASH_004,2024-01-13,4,1,Saturday,1
SKU_HOME_001,2024-01-13,3,1,Saturday,1
SKU_HOME_002,2024-01-13,2,1,Saturday,1
SKU_HOME_003,2024-01-13,4,1,Saturday,1
SKU_HOME_004,2024-01-13,3,1,Saturday,1
SKU_BEAUTY_001,2024-01-13,5,1,Saturday,1
SKU_BEAUTY_002,2024-01-13,4,1,Saturday,1
SKU_BEAUTY_003,2024-01-13,4,1,Saturday,1
SKU_BEAUTY_004,2024-01-13,3,1,Saturday,1
SKU_SPORTS_001,2024-01-13,3,1,Saturday,1
SKU_SPORTS_002,2024-01-13,6,1,Saturday,1
SKU_SPORTS_003,2024-01-13,2,1,Saturday,1
SKU_SPORTS_004,2024-01-13,0,1,Saturday,1
SKU_ELEC_001,2024-01-14,6,1,Sunday,1
SKU_ELEC_002,2024-01-14,4,1,Sunday,1
SKU_ELEC_003,2024-01-14,2,1,Sunday,1
SKU_ELEC_004,2024-01-14,8,1,Sunday,1
SKU_FASH_001,2024-01-14,4,1,Sunday,1
SKU_FASH_002,2024-01-14,3,1,Sunday,1
SKU_FASH_003,2024-01-14,4,1,Sunday,1
SKU_FASH_004,2024-01-14,4,1,Sunday,1
SKU_HOME_001,2024-01-14,3,1,Sunday,1
SKU_HOME_002,2024-01-14,3,1,Sunday,1
SKU_HOME_003,2024-01-14,3,1,Sunday,1
SKU_HOME_004,2024-01-14,2,1,Sunday,1
SKU_BEAUTY_001,2024-01-14,4,1,Sunday,1
SKU_BEAUTY_002,2024-01-14,5,1,Sunday,1
SKU_BEAUTY_003,2024-01-14,3,1,Sunday,1
SKU_BEAUTY_004,2024-01-14,3,1,Sunday,1
SKU_SPORTS_001,2024-01-14,3,1,Sunday,1
SKU_SPORTS_002,2024-01-14,4,1,Sunday,1
SKU_SPORTS_003,2024-01-14,2,1,Sunday,1
SKU_SPORTS_004,2024-01-14,2,1,Sunday,1
SKU_ELEC_001,2024-01-15,5,1,Monday,0
SKU_ELEC_002,2024-01-15,4,1,Monday,0
SKU_ELEC_003,2024-01-15,2,1,Monday,0
SKU_ELEC_004,2024-01-15,9,1,Monday,0
SKU_FASH_001,2024-01-15,4,1,Monday,0
SKU_FASH_002,2024-01-15,3,1,Monday,0
SKU_FASH_003,2024-01-15,3,1,Monday,0
SKU_FASH_004,2024-01-15,3,1,Monday,0
SKU_HOME_001,2024-01-15,3,1,Monday,0
SKU_HOME_002,2024-01-15,2,1,Monday,0
SKU_HOME_003,2024-01-15,3,1,Monday,0
SKU_HOME_004,2024-01-15,2,1,Monday,0
SKU_BEAUTY_001,2024-01-15,3,1,Monday,0
SKU_BEAUTY_002,2024-01-15,4,1,Monday,0
SKU_BEAUTY_003,2024-01-15,3,1,Monday,0
SKU_BEAUTY_004,2024-01-15,2,1,Monday,0
SKU_SPORTS_001,2024-01-15,3,1,Monday,0
SKU_SPORTS_002,2024-01-15,4,1,Monday,0
SKU_SPORTS_003,2024-01-15,1,1,Monday,0
SKU_SPORTS_004,2024-01-15,2,1,Monday,0
SKU_ELEC_001,2024-01-16,7,1,Tuesday,0
SKU_ELEC_002,2024-01-16,3,1,Tuesday,0
SKU_ELEC_003,2024-01-16,2,1,Tuesday,0
SKU_ELEC_004,2024-01-16,8,1,Tuesday,0
SKU_FASH_001,2024-01-16,4,1,Tuesday,0
SKU_FASH_002,2024-01-16,3,1,Tuesday,0
SKU_FASH_003,2024-01-16,3,1,Tuesday,0
SKU_FASH_004,2024-01-16,3,1,Tuesday,0
SKU_HOME_001,2024-01-16,3,1,Tuesday,0
SKU_HOME_002,2024-01-16,2,1,Tuesday,0
SKU_HOME_003,2024-01-16,3,1,Tuesday,0
SKU_HOME_004,2024-01-16,2,1,Tuesday,0
SKU_BEAUTY_001,2024-01-16,3,1,Tuesday,0
SKU_BEAUTY_002,2024-01-16,4,1,Tuesday,0
SKU_BEAUTY_003,2024-01-16,3,1,Tuesday,0
SKU_BEAUTY_004,2024-01-16,3,1,Tuesday,0
SKU_SPORTS_001,2024-01-16,3,1,Tuesday,0
SKU_SPORTS_002,2024-01-16,4,1,Tuesday,0
SKU_SPORTS_003,2024-01-16,1,1,Tuesday,0
SKU_SPORTS_004,2024-01-16,2,1,Tuesday,0
SKU_ELEC_001,2024-01-17,7,1,Wednesday,0
SKU_ELEC_002,2024-01-17,3,1,Wednesday,0
SKU_ELEC_003,2024-01-17,2,1,Wednesday,0
SKU_ELEC_004,2024-01-17,7,1,Wednesday,0
SKU_FASH_001,2024-01-17,3,1,Wednesday,0
SKU_FASH_002,2024-01-17,3,1,Wednesday,0
SKU_FASH_003,2024-01-17,3,1,Wednesday,0
SKU_FASH_004,2024-01-17,3,1,Wednesday,0
SKU_HOME_001,2024-01-17,3,1,Wednesday,0
SKU_HOME_002,2024-01-17,2,1,Wednesday,0
SKU_HOME_003,2024-01-17,3,1,Wednesday,0
SKU_HOME_004,2024-01-17,2,1,Wednesday,0
SKU_BEAUTY_001,2024-01-17,3,1,Wednesday,0
SKU_BEAUTY_002,2024-01-17,4,1,Wednesday,0
SKU_BEAUTY_003,2024-01-17,4,1,Wednesday,0
SKU_BEAUTY_004,2024-01-17,2,1,Wednesday,0
SKU_SPORTS_001,2024-01-17,3,1,Wednesday,0
SKU_SPORTS_002,2024-01-17,3,1,Wednesday,0
SKU_SPORTS_003,2024-01-17,1,1,Wednesday,0
SKU_SPORTS_004,2024-01-17,2,1,Wednesday,0
SKU_ELEC_001,2024-01-18,5,1,Thursday,0
SKU_ELEC_002,2024-01-18,4,1,Thursday,0
SKU_ELEC_003,2024-01-18,2,1,Thursday,0
SKU_ELEC_004,2024-01-18,9,1,Thursday,0
SKU_FASH_001,2024-01-18,3,1,Thursday,0
SKU_FASH_002,2024-01-18,3,1,Thursday,0
SKU_FASH_003,2024-01-18,3,1,Thursday,0
SKU_FASH_004,2024-01-18,3,1,Thursday,0
SKU_HOME_001,2024-01-18,2,1,Thursday,0
SKU_HOME_002,2024-01-18,2,1,Thursday,0
SKU_HOME_003,2024-01-18,3,1,Thursday,0
SKU_HOME_004,2024-01-18,2,1,Thursday,0
SKU_BEAUTY_001,2024-01-18,3,1,Thursday,0
SKU_BEAUTY_002,2024-01-18,4,1,Thursday,0
SKU_BEAUTY_003,2024-01-18,3,1,Thursday,0
SKU_BEAUTY_004,2024-01-18,2,1,Thursday,0
SKU_SPORTS_001,2024-01-18,3,1,Thursday,0
SKU_SPORTS_002,2024-01-18,3,1,Thursday,0
SKU_SPORTS_003,2024-01-18,2,1,Thursday,0
SKU_SPORTS_004,2024-01-18,2,1,Thursday,0
SKU_ELEC_001,2024-01-19,6,1,Friday,0
SKU_ELEC_002,2024-01-19,4,1,Friday,0
SKU_ELEC_003,2024-01-19,2,1,Friday,0
SKU_ELEC_004,2024-01-19,9,1,Friday,0
SKU_FASH_001,2024-01-19,3,1,Friday,0
SKU_FASH_002,2024-01-19,4,1,Friday,0
SKU_FASH_003,2024-01-19,3,1,Friday,0
SKU_FASH_004,2024-01-19,3,1,Friday,0
SKU_HOME_001,2024-01-19,3,1,Friday,0
SKU_HOME_002,2024-01-19,2,1,Friday,0
SKU_HOME_003,2024-01-19,0,1,Friday,0
SKU_HOME_004,2024-01-19,2,1,Friday,0
SKU_BEAUTY_001,2024-01-19,4,1,Friday,0
SKU_BEAUTY_002,2024-01-19,4,1,Friday,0
SKU_BEAUTY_003,2024-01-19,4,1,Friday,0
SKU_BEAUTY_004,2024-01-19,2,1,Friday,0
SKU_SPORTS_001,2024-01-19,3,1,Friday,0
SKU_SPORTS_002,2024-01-19,4,1,Friday,0
SKU_SPORTS_003,2024-01-19,2,1,Friday,0
SKU_SPORTS_004,2024-01-19,2,1,Friday,0
SKU_ELEC_001,2024-01-20,8,1,Saturday,1
SKU_ELEC_002,2024-01-20,6,1,Saturday,1
SKU_ELEC_003,2024-01-20,3,1,Saturday,1
SKU_ELEC_004,2024-01-20,11,1,Saturday,1
SKU_FASH_001,2024-01-20,6,1,Saturday,1
SKU_FASH_002,2024-01-20,4,1,Saturday,1
SKU_FASH_003,2024-01-20,4,1,Saturday,1
SKU_FASH_004,2024-01-20,4,1,Saturday,1
SKU_HOME_001,2024-01-20,4,1,Saturday,1
SKU_HOME_002,2024-01-20,3,1,Saturday,1
SKU_HOME_003,2024-01-20,5,1,Saturday,1
SKU_HOME_004,2024-01-20,4,1,Saturday,1
SKU_BEAUTY_001,2024-01-20,5,1,Saturday,1
SKU_BEAUTY_002,2024-01-20,6,1,Saturday,1
SKU_BEAUTY_003,2024-01-20,7,1,Saturday,1
SKU_BEAUTY_004,2024-01-20,4,1,Saturday,1
SKU_SPORTS_001,2024-01-20,5,1,Saturday,1
SKU_SPORTS_002,2024-01-20,5,1,Saturday,1
SKU_SPORTS_003,2024-01-20,2,1,Saturday,1
SKU_SPORTS_004,2024-01-20,3,1,Saturday,1
SKU_ELEC_001,2024-01-21,8,1,Sunday,1
SKU_ELEC_002,2024-01-21,5,1,Sunday,1
SKU_ELEC_003,2024-01-21,4,1,Sunday,1
SKU_ELEC_004,2024-01-21,13,1,Sunday,1
SKU_FASH_001,2024-01-21,4,1,Sunday,1
SKU_FASH_002,2024-01-21,5,1,Sunday,1
SKU_FASH_003,2024-01-21,5,1,Sunday,1
SKU_FASH_004,2024-01-21,5,1,Sunday,1
SKU_HOME_001,2024-01-21,4,1,Sunday,1
SKU_HOME_002,2024-01-21,2,1,Sunday,1
SKU_HOME_003,2024-01-21,0,1,Sunday,1
SKU_HOME_004,2024-01-21,3,1,Sunday,1
SKU_BEAUTY_001,2024-01-21,5,1,Sunday,1
SKU_BEAUTY_002,2024-01-21,7,1,Sunday,1
SKU_BEAUTY_003,2024-01-21,5,1,Sunday,1
SKU_BEAUTY_004,2024-01-21,4,1,Sunday,1
SKU_SPORTS_001,2024-01-21,5,1,Sunday,1
SKU_SPORTS_002,2024-01-21,6,1,Sunday,1
SKU_SPORTS_003,2024-01-21,2,1,Sunday,1
SKU_SPORTS_004,2024-01-21,3,1,Sunday,1
SKU_ELEC_001,2024-01-22,9,1,Monday,0
SKU_ELEC_002,2024-01-22,6,1,Monday,0
SKU_ELEC_003,2024-01-22,0,1,Monday,0
SKU_ELEC_004,2024-01-22,10,1,Monday,0
SKU_FASH_001,2024-01-22,5,1,Monday,0
SKU_FASH_002,2024-01-22,4,1,Monday,0
SKU_FASH_003,2024-01-22,5,1,Monday,0
SKU_FASH_004,2024-01-22,4,1,Monday,0
SKU_HOME_001,2024-01-22,3,1,Monday,0
SKU_HOME_002,2024-01-22,2,1,Monday,0
SKU_HOME_003,2024-01-22,4,1,Monday,0
SKU_HOME_004,2024-01-22,3,1,Monday,0
SKU_BEAUTY_001,2024-01-22,0,1,Monday,0
SKU_BEAUTY_002,2024-01-22,5,1,Monday,0
SKU_BEAUTY_003,2024-01-22,5,1,Monday,0
SKU_BEAUTY_004,2024-01-22,4,1,Monday,0
SKU_SPORTS_001,2024-01-22,4,1,Monday,0
SKU_SPORTS_002,2024-01-22,5,1,Monday,0
